"","YOB","GrandParentType","CoupleType","BirthPlaceMom","BirthPlaceDad","LAHusband","LAWife","HusbandEducation","WifeEducation","Husband_ftotval","Fertility"
"126",1989,"Hispanic paternal grandfather","Hispanic-Hispanic","El Salvador","El Salvador",1,1,6.625,6.625,10.0616693496704,2.81818181818182
"127",1989,"Hispanic paternal grandfather","Hispanic-Hispanic","El Salvador","Mexico",1,1,7.58333333333333,7.58333333333333,10.6588900883993,2.5625
"128",1989,"Hispanic paternal grandfather","Hispanic-Hispanic","Mexico","El Salvador",1,1,12.6666666666667,12.6666666666667,9.88333606719971,3.88888888888889
"129",1989,"Hispanic paternal grandfather","Hispanic-Hispanic","Mexico","Guatemala",1,1,8,8,9.79739379882812,4
"130",1989,"Hispanic paternal grandfather","Hispanic-Hispanic","Mexico","Mexico",1,1,8.65671641791045,8.65671641791045,9.89101421391523,3.0655737704918
"131",1989,"Hispanic paternal grandfather","Hispanic-Hispanic","USA","USA",1,1,12.5454545454545,12.5454545454545,9.15987634658813,2.65
"132",1989,"Hispanic paternal grandfather","White-Hispanic","USA","USA",0,1,11,11,10.313235282898,2.42857142857143
"133",1989,"Hispanic paternal grandfather","White-White","Mexico","USA",0,0,10.8571428571429,10.8571428571429,10.9150056838989,1.625
"134",1989,"Hispanic paternal grandfather","White-White","USA","Cuba",0,0,15.1764705882353,15.1764705882353,10.9674353599548,2.19047619047619
"135",1989,"Hispanic paternal grandfather","White-White","USA","El Salvador",0,0,14,14,10.6584424972534,2
"136",1989,"Hispanic paternal grandfather","White-White","USA","Mexico",0,0,11.3015873015873,11.3015873015873,10.4091072816115,2.55913978494624
"137",1989,"Hispanic paternal grandfather","White-White","USA","Peru",0,0,16,16,10.9419431686401,2.875
"138",1989,"Hispanic paternal grandfather","White-White","USA","USA",0,0,13.6862745098039,13.6862745098039,10.7415131160191,2.62068965517241
"139",1989,"Hispanic paternal grandmother","Hispanic-Hispanic","Mexico","Mexico",1,1,9.76923076923077,9.76923076923077,9.54010152816772,2.46153846153846
"140",1989,"Hispanic paternal grandmother","White-White","Mexico","USA",0,0,13,13,10.382327079773,2.83333333333333
"141",1989,"Hispanic paternal grandmother","White-White","USA","USA",0,0,14.1145833333333,14.1145833333333,10.7305897644588,2.31460674157303
"142",1990,"Hispanic maternal grandfather","White-Hispanic","USA","USA",0,1,14,14,10.9218854904175,2
"143",1990,"Hispanic maternal grandfather","White-White","Colombia","USA",0,0,15.1428571428571,15.1428571428571,11.2307367324829,2
"144",1990,"Hispanic maternal grandfather","White-White","Cuba","USA",0,0,14,14,10.3153858184814,1.88888888888889
"145",1990,"Hispanic maternal grandfather","White-White","Ecuador","USA",0,0,14,14,10.4000263214111,1
"146",1990,"Hispanic maternal grandfather","White-White","Mexico","USA",0,0,13.9,13.9,9.68856477737427,2.58333333333333
"147",1990,"Hispanic maternal grandfather","White-White","USA","USA",0,0,14.7765957446809,14.7765957446809,11.0001212849337,2.5573476702509
"148",1990,"Hispanic paternal grandfather","Hispanic-Hispanic","Colombia","Colombia",1,1,13.8,13.8,10.3507146835327,1.82352941176471
"149",1990,"Hispanic paternal grandfather","Hispanic-Hispanic","Cuba","Cuba",1,1,13.6923076923077,13.6923076923077,11.0415592193604,2.125
"150",1990,"Hispanic paternal grandfather","Hispanic-Hispanic","Dominican Republic","Dominican Republic",1,1,9,9,7.91388209660848,1.86363636363636
"151",1990,"Hispanic paternal grandfather","Hispanic-Hispanic","Ecuador","Colombia",1,1,14,14,10.9184865951538,3
"152",1990,"Hispanic paternal grandfather","Hispanic-Hispanic","El Salvador","El Salvador",1,1,8.13333333333333,8.13333333333333,9.56099128723145,2.72222222222222
"153",1990,"Hispanic paternal grandfather","Hispanic-Hispanic","Guatemala","Guatemala",1,1,11.1818181818182,11.1818181818182,9.83051204681396,2.35294117647059
"154",1990,"Hispanic paternal grandfather","Hispanic-Hispanic","Mexico","El Salvador",1,1,12,12,9.88333606719971,6
"155",1990,"Hispanic paternal grandfather","Hispanic-Hispanic","Mexico","Guatemala",1,1,11,11,9.88533401489258,2
"156",1990,"Hispanic paternal grandfather","Hispanic-Hispanic","Mexico","Mexico",1,1,8.90243902439024,8.90243902439024,9.93383774933992,3.11136890951276
"157",1990,"Hispanic paternal grandfather","Hispanic-Hispanic","Nicaragua","Dominican Republic",1,1,14,14,10.2335786819458,2
"158",1990,"Hispanic paternal grandfather","Hispanic-Hispanic","Nicaragua","Nicaragua",1,1,13.8,13.8,10.5530128479004,2.41666666666667
"159",1990,"Hispanic paternal grandfather","Hispanic-Hispanic","USA","USA",1,1,11.2857142857143,11.2857142857143,10.682107925415,2.23809523809524
"160",1990,"Hispanic paternal grandfather","Hispanic-White","Ecuador","USA",1,0,14,14,11.1402921676636,1
"161",1990,"Hispanic paternal grandfather","Hispanic-White","Peru","USA",1,0,11,11,10.7390022277832,4
"162",1990,"Hispanic paternal grandfather","White-Hispanic","USA","USA",0,1,11,11,10.467848777771,3
"163",1990,"Hispanic paternal grandfather","White-White","Mexico","USA",0,0,13.0909090909091,13.0909090909091,10.7232030232747,2.8695652173913
"164",1990,"Hispanic paternal grandfather","White-White","USA","Dominican Republic",0,0,14,14,10.7624740600586,2
"165",1990,"Hispanic paternal grandfather","White-White","USA","El Salvador",0,0,10,10,10.769603729248,2
"166",1990,"Hispanic paternal grandfather","White-White","USA","Mexico",0,0,10.7333333333333,10.7333333333333,10.2854809761047,2.80434782608696
"167",1990,"Hispanic paternal grandfather","White-White","USA","Peru",0,0,15.5,15.5,10.3281564712524,2.625
"168",1990,"Hispanic paternal grandfather","White-White","USA","USA",0,0,14.1497584541063,14.1497584541063,10.8533143281937,2.42216981132075
"169",1990,"Hispanic paternal grandmother","White-White","USA","USA",0,0,14.9457364341085,14.9457364341085,10.4569699889735,2.45384615384615
"170",1991,"Hispanic maternal grandfather","White-Hispanic","USA","USA",0,1,14,14,11.2582898139954,2.2
"171",1991,"Hispanic maternal grandfather","White-White","Cuba","USA",0,0,15.3333333333333,15.3333333333333,10.905574798584,2.5
"172",1991,"Hispanic maternal grandfather","White-White","El Salvador","USA",0,0,16,16,11.4164009094238,4.44444444444444
"173",1991,"Hispanic maternal grandfather","White-White","Honduras","USA",0,0,14,14,10.0955972671509,2
"174",1991,"Hispanic maternal grandfather","White-White","Mexico","USA",0,0,14,14,10.3791408538818,2.23076923076923
"175",1991,"Hispanic maternal grandfather","White-White","Peru","USA",0,0,14,14,9.30141448974609,3
"176",1991,"Hispanic maternal grandfather","White-White","USA","USA",0,0,14.7922535211268,14.7922535211268,10.9556336720785,2.39598540145985
"177",1991,"Hispanic paternal grandfather","Hispanic-Hispanic","Colombia","Colombia",1,1,13.3333333333333,13.3333333333333,10.6863217353821,1.94444444444444
"178",1991,"Hispanic paternal grandfather","Hispanic-Hispanic","Cuba","Cuba",1,1,12.0769230769231,12.0769230769231,11.3284230232239,2.35
"179",1991,"Hispanic paternal grandfather","Hispanic-Hispanic","Ecuador","Colombia",1,1,14,14,10.9184865951538,3
"180",1991,"Hispanic paternal grandfather","Hispanic-Hispanic","Ecuador","Ecuador",1,1,14.8333333333333,14.8333333333333,9.10424613952637,2.07142857142857
"181",1991,"Hispanic paternal grandfather","Hispanic-Hispanic","El Salvador","El Salvador",1,1,9.14285714285714,9.14285714285714,9.68427488538954,2.47368421052632
"182",1991,"Hispanic paternal grandfather","Hispanic-Hispanic","El Salvador","Mexico",1,1,12,12,10.6613101959229,3
"183",1991,"Hispanic paternal grandfather","Hispanic-Hispanic","Guatemala","Guatemala",1,1,11.3333333333333,11.3333333333333,9.83579762776693,2.31578947368421
"184",1991,"Hispanic paternal grandfather","Hispanic-Hispanic","Mexico","El Salvador",1,1,11,11,11.1944789886475,1.75
"185",1991,"Hispanic paternal grandfather","Hispanic-Hispanic","Mexico","Honduras",1,1,13,13,10.323486328125,3
"186",1991,"Hispanic paternal grandfather","Hispanic-Hispanic","Mexico","Mexico",1,1,9.03513513513514,9.03513513513514,9.8580176537497,2.99356223175966
"187",1991,"Hispanic paternal grandfather","Hispanic-Hispanic","Nicaragua","Nicaragua",1,1,11,11,8.5317268371582,3
"188",1991,"Hispanic paternal grandfather","Hispanic-Hispanic","USA","USA",1,1,12.625,12.625,9.69113858540853,2.57142857142857
"189",1991,"Hispanic paternal grandfather","White-Hispanic","USA","USA",0,1,14,14,10.467848777771,3
"190",1991,"Hispanic paternal grandfather","White-White","Mexico","USA",0,0,10.9230769230769,10.9230769230769,9.75148391723633,2.53846153846154
"191",1991,"Hispanic paternal grandfather","White-White","Nicaragua","USA",0,0,16,16,11.422477722168,3
"192",1991,"Hispanic paternal grandfather","White-White","USA","Cuba",0,0,15,15,11.157732963562,2.26666666666667
